sequence_length,gc_content_pct,at_content_pct,a_count,t_count,g_count,c_count,gc_at_ratio,top_kmer_freq,unique_kmers_count,is_anomaly,risk_level,mutation_type
991,49.44,50.56,250,253,244,244,0.9702,19,58,0,Low,Wildtype
1065,57.71,42.29,225,221,317,302,1.3879,34,58,1,Medium,Single Nucleotide Polymorphism
1014,64.18,35.82,181,177,361,295,1.8324,40,54,1,Critical,Frameshift Mutation
918,48.08,51.92,238,240,220,220,0.9205,22,47,1,High,Deletion
1021,50.01,49.99,255,256,255,255,0.998,26,46,1,High,Deletion
1016,52.6,47.4,240,242,267,267,1.1079,15,60,0,Low,Wildtype
1010,50.75,49.25,248,250,256,256,1.0281,16,57,0,Low,Wildtype
1047,47.95,52.05,286,259,251,251,0.9211,50,60,1,Medium,Insertion
1006,49.59,50.41,253,250,277,226,1.0,41,48,1,Critical,Frameshift Mutation
983,59.99,40.01,196,195,304,288,1.5141,29,52,1,Medium,Single Nucleotide Polymorphism
1016,55.42,44.58,226,227,293,270,1.2428,19,58,1,Medium,Single Nucleotide Polymorphism
937,51.36,48.64,227,230,240,240,1.0503,22,60,0,Low,Wildtype
853,44.88,55.12,235,236,191,191,0.811,19,47,1,High,Deletion
989,48.47,51.53,254,257,239,239,0.9354,22,59,0,Low,Wildtype
991,55.25,44.75,221,224,273,273,1.227,20,58,0,Low,Wildtype
1004,55.87,44.13,221,221,293,269,1.2715,27,56,1,Medium,Single Nucleotide Polymorphism
985,58.09,41.91,206,211,291,277,1.3621,27,56,1,Medium,Single Nucleotide Polymorphism
1050,55.69,44.31,232,234,292,292,1.2532,14,57,0,Low,Wildtype
991,50.37,49.63,245,248,249,249,1.0101,18,59,0,Low,Wildtype
1097,52.06,47.94,276,250,285,286,1.0856,40,63,1,Medium,Insertion
965,54.02,45.98,221,224,260,260,1.1685,16,58,0,Low,Wildtype
971,55.4,44.6,216,226,274,255,1.1968,23,58,1,Medium,Single Nucleotide Polymorphism
994,51.13,48.87,242,244,254,254,1.0453,18,56,0,Low,Wildtype
1007,54.75,45.25,227,230,281,269,1.2035,33,53,1,Medium,Single Nucleotide Polymorphism
1007,54.38,45.62,229,232,287,259,1.1844,23,58,1,Medium,Single Nucleotide Polymorphism
1043,52.9,47.1,245,248,275,275,1.1156,20,59,0,Low,Wildtype
1022,52.56,47.44,242,244,268,268,1.1029,15,60,0,Low,Wildtype
970,50.73,49.27,238,240,246,246,1.0293,18,60,0,Low,Wildtype
964,54.11,45.89,221,223,260,260,1.1712,19,58,0,Low,Wildtype
952,59.28,40.72,193,190,313,256,1.4856,35,43,1,Critical,Frameshift Mutation
1035,51.61,48.39,250,251,267,267,1.0659,19,60,0,Low,Wildtype
808,41.4,58.6,236,238,167,167,0.7046,24,46,1,High,Deletion
993,53.52,46.48,230,233,265,265,1.1447,17,60,0,Low,Wildtype
1132,49.67,50.33,299,271,281,281,0.986,34,61,1,Medium,Insertion
841,47.26,52.74,221,224,198,198,0.8899,20,43,1,High,Deletion
977,54.07,45.93,224,223,274,256,1.1857,23,52,1,Medium,Single Nucleotide Polymorphism
1019,52.04,47.96,244,241,278,256,1.101,25,54,1,Medium,Single Nucleotide Polymorphism
982,60.25,39.75,195,190,308,289,1.5506,24,60,1,Medium,Single Nucleotide Polymorphism
995,51.36,48.64,241,244,255,255,1.0515,14,59,0,Low,Wildtype
966,51.59,48.41,233,231,276,226,1.0819,46,50,1,Critical,Frameshift Mutation
980,42.59,57.41,281,283,208,208,0.7376,21,56,1,High,Deletion
994,60.01,39.99,198,194,331,271,1.5357,46,43,1,Critical,Frameshift Mutation
1049,52.11,47.89,251,252,273,273,1.0855,18,56,0,Low,Wildtype
1135,52.6,47.4,283,256,298,298,1.1058,41,63,1,Medium,Insertion
998,65.52,34.48,172,166,363,297,1.9527,43,35,1,Critical,Frameshift Mutation
1023,54.16,45.84,234,235,277,277,1.1812,15,59,0,Low,Wildtype
990,52.84,47.16,233,235,261,261,1.1154,16,61,0,Low,Wildtype
1088,37.8,62.2,356,322,205,205,0.6047,32,64,1,Medium,Insertion
991,55.26,44.74,221,224,281,265,1.227,27,62,1,Medium,Single Nucleotide Polymorphism
865,43.05,56.95,246,247,186,186,0.7546,28,48,1,High,Deletion
999,51.59,48.41,241,244,257,257,1.0598,16,59,0,Low,Wildtype
811,43.68,56.32,228,229,177,177,0.7746,25,47,1,High,Deletion
974,50.83,49.17,239,241,247,247,1.0292,16,60,0,Low,Wildtype
1070,50.57,49.43,264,266,270,270,1.0189,16,59,0,Low,Wildtype
1011,52.53,47.47,239,242,265,265,1.1019,21,55,0,Low,Wildtype
873,43.02,56.98,248,251,187,187,0.7495,24,50,1,High,Deletion
1149,47.92,52.08,314,284,275,276,0.9214,35,64,1,Medium,Insertion
947,54.89,45.11,213,219,268,247,1.1921,19,57,1,Medium,Single Nucleotide Polymorphism
1020,60.92,39.08,199,196,324,301,1.5823,23,51,1,Medium,Single Nucleotide Polymorphism
871,50.33,49.67,216,217,219,219,1.0115,23,54,1,High,Deletion
976,60.61,39.39,192,190,304,290,1.555,28,59,1,Medium,Single Nucleotide Polymorphism
989,43.07,56.93,281,284,212,212,0.7504,25,48,1,High,Deletion
997,55.56,44.44,221,221,288,267,1.2557,29,58,1,Medium,Single Nucleotide Polymorphism
952,60.07,39.93,190,187,297,278,1.5252,27,57,1,Medium,Single Nucleotide Polymorphism
1043,56.2,43.8,228,226,301,288,1.2974,30,55,1,Medium,Single Nucleotide Polymorphism
983,51.18,48.82,239,242,251,251,1.0437,16,59,0,Low,Wildtype
1117,48.18,51.82,304,275,269,269,0.9292,40,63,1,Medium,Insertion
1006,52.73,47.27,237,237,277,255,1.1224,28,59,1,Medium,Single Nucleotide Polymorphism
970,51.41,48.59,235,237,249,249,1.0551,19,56,0,Low,Wildtype
880,46.51,53.49,235,237,204,204,0.8644,27,48,1,High,Deletion
998,57.48,42.52,212,218,292,276,1.3209,25,56,1,Medium,Single Nucleotide Polymorphism
989,55.27,44.73,221,223,285,260,1.2275,22,54,1,Medium,Single Nucleotide Polymorphism
938,59.49,40.51,189,186,310,253,1.5013,54,45,1,Critical,Frameshift Mutation
1132,49.41,50.59,301,272,279,280,0.9756,38,60,1,Medium,Insertion
1022,55.06,44.94,229,231,281,281,1.2217,18,58,0,Low,Wildtype
1003,56.71,43.29,217,212,316,258,1.338,40,37,1,Critical,Frameshift Mutation
1109,50.28,49.72,290,262,278,279,1.0091,32,62,1,Medium,Insertion
983,49.76,50.24,246,249,244,244,0.9859,20,64,0,Low,Wildtype
988,50.64,49.36,243,245,250,250,1.0246,15,58,0,Low,Wildtype
909,42.13,57.87,263,264,191,191,0.7249,19,50,1,High,Deletion
1045,39.58,60.42,332,300,206,207,0.6535,30,65,1,Medium,Insertion
985,51.09,48.91,240,245,259,241,1.0309,23,61,1,Medium,Single Nucleotide Polymorphism
878,43.65,56.35,247,249,191,191,0.7702,17,46,1,High,Deletion
927,48.04,51.96,240,243,222,222,0.9193,25,51,1,High,Deletion
1004,50.15,49.85,250,252,251,251,1.0,10,63,0,Low,Wildtype
960,48.07,51.93,249,251,230,230,0.92,18,56,0,Low,Wildtype
975,53.1,46.9,228,231,258,258,1.1242,23,60,0,Low,Wildtype
1106,47.79,52.21,303,274,264,265,0.9168,37,62,1,Medium,Insertion
1010,50.3,49.7,250,252,254,254,1.012,17,58,0,Low,Wildtype
945,57.45,42.55,201,203,281,260,1.3391,28,57,1,Medium,Single Nucleotide Polymorphism
879,47.72,52.28,229,232,209,209,0.9067,21,49,1,High,Deletion
965,44.99,55.01,265,266,217,217,0.8173,30,40,1,High,Deletion
1002,51.35,48.65,243,245,257,257,1.0533,17,58,0,Low,Wildtype
920,37.77,62.23,286,288,173,173,0.6028,22,49,1,High,Deletion
989,57.26,42.74,211,212,283,283,1.3381,24,60,0,Low,Wildtype
871,44.05,55.95,243,246,191,191,0.7812,24,50,1,High,Deletion
979,52.4,47.6,233,234,256,256,1.0964,16,59,0,Low,Wildtype
979,51.7,48.3,236,232,264,247,1.0919,27,59,1,Medium,Single Nucleotide Polymorphism
969,46.07,53.93,261,262,223,223,0.8528,27,44,1,High,Deletion
972,50.07,49.93,242,244,243,243,1.0,21,61,0,Low,Wildtype
1014,54.14,45.86,232,234,274,274,1.176,15,60,0,Low,Wildtype
1112,51.39,48.61,284,257,285,286,1.0555,34,62,1,Medium,Insertion
1127,45.34,54.66,324,293,255,255,0.8266,34,61,1,Medium,Insertion
1082,47.78,52.22,297,269,258,258,0.9117,31,59,1,Medium,Insertion
1091,50.14,49.86,286,259,273,273,1.0018,37,64,1,Medium,Insertion
968,59.31,40.69,196,196,301,275,1.4694,33,54,1,Medium,Single Nucleotide Polymorphism
1012,50.57,49.43,250,252,255,255,1.0159,21,59,0,Low,Wildtype
1000,55.46,44.54,222,224,277,277,1.2422,14,60,0,Low,Wildtype
994,53.06,46.94,233,235,263,263,1.1239,23,58,0,Low,Wildtype
963,55.95,44.05,212,208,299,244,1.2929,48,48,1,Critical,Frameshift Mutation
941,53.72,46.28,217,221,265,238,1.1484,31,60,1,Medium,Single Nucleotide Polymorphism
992,56.86,43.14,213,216,291,272,1.3124,27,59,1,Medium,Single Nucleotide Polymorphism
1002,52.8,47.2,236,237,274,255,1.1184,23,54,1,Medium,Single Nucleotide Polymorphism
952,63.31,36.69,174,171,334,273,1.7594,35,42,1,Critical,Frameshift Mutation
1015,53.58,46.42,235,238,271,271,1.1459,20,60,0,Low,Wildtype
966,58.94,41.06,198,192,298,278,1.4769,31,59,1,Medium,Single Nucleotide Polymorphism
1003,57.16,42.84,214,222,294,273,1.3005,35,61,1,Medium,Single Nucleotide Polymorphism
1157,51.92,48.08,292,264,300,301,1.0809,37,65,1,Medium,Insertion
1019,51.99,48.01,244,247,264,264,1.0754,16,59,0,Low,Wildtype
882,47.76,52.24,230,232,210,210,0.9091,23,43,1,High,Deletion
1014,57.11,42.89,217,213,321,263,1.3581,40,41,1,Critical,Frameshift Mutation
975,58.53,41.47,202,196,298,279,1.4497,33,59,1,Medium,Single Nucleotide Polymorphism
1132,40.56,59.44,354,320,229,229,0.6795,26,62,1,Medium,Insertion
995,61.35,38.65,192,187,339,277,1.6253,49,46,1,Critical,Frameshift Mutation
1096,47.72,52.28,301,272,261,262,0.9127,21,66,1,Medium,Insertion
1025,48.32,51.68,264,267,247,247,0.9303,25,65,0,Low,Wildtype
994,53.22,46.78,232,230,276,256,1.1515,28,61,1,Medium,Single Nucleotide Polymorphism
1126,47.04,52.96,313,283,264,266,0.8893,41,60,1,Medium,Insertion
1059,57.25,42.75,226,227,314,292,1.3377,29,49,1,Medium,Single Nucleotide Polymorphism
1091,43.65,56.35,323,292,238,238,0.774,37,61,1,Medium,Insertion
1023,56.81,43.19,220,217,322,264,1.341,48,43,1,Critical,Frameshift Mutation
991,66.56,33.44,165,161,366,299,2.0399,34,35,1,Critical,Frameshift Mutation
1032,53.68,46.32,239,241,290,262,1.15,30,53,1,Medium,Single Nucleotide Polymorphism
1031,51.85,48.15,248,249,267,267,1.0744,16,57,0,Low,Wildtype
1031,56.74,43.26,223,219,324,265,1.3326,53,37,1,Critical,Frameshift Mutation
879,43.78,56.22,247,248,192,192,0.7758,23,50,1,High,Deletion
1002,50.87,49.13,246,248,254,254,1.0283,17,58,0,Low,Wildtype
968,63.78,36.22,175,171,342,280,1.7977,53,45,1,Critical,Frameshift Mutation
857,43.8,56.2,240,243,187,187,0.7743,21,52,1,High,Deletion
987,55.28,44.72,220,224,278,265,1.223,23,63,1,Medium,Single Nucleotide Polymorphism
983,58.49,41.51,203,209,297,274,1.3859,33,60,1,Medium,Single Nucleotide Polymorphism
979,58.29,41.71,204,210,294,271,1.3647,28,56,1,Medium,Single Nucleotide Polymorphism
1000,55.3,44.7,223,225,276,276,1.2321,18,57,0,Low,Wildtype
1028,52.73,47.27,242,244,271,271,1.1152,14,56,0,Low,Wildtype
823,48.35,51.65,212,215,198,198,0.9274,19,48,1,High,Deletion
989,52.98,47.02,232,235,261,261,1.1178,20,58,0,Low,Wildtype
1002,47.96,52.04,260,262,240,240,0.9195,22,58,0,Low,Wildtype
1001,55.07,44.93,224,226,282,269,1.2244,27,57,1,Medium,Single Nucleotide Polymorphism
986,61.18,38.82,191,191,308,296,1.5812,30,56,1,Medium,Single Nucleotide Polymorphism
957,62.07,37.93,181,176,330,270,1.6807,40,44,1,Critical,Frameshift Mutation
1055,54.94,45.06,237,240,289,289,1.2117,16,60,0,Low,Wildtype
991,52.26,47.74,236,239,258,258,1.0863,18,61,0,Low,Wildtype
999,49.47,50.53,265,240,247,247,0.9782,38,62,1,Medium,Insertion
1047,58.04,41.96,219,213,317,298,1.4236,21,57,1,Medium,Single Nucleotide Polymorphism
992,53.25,46.75,231,233,264,264,1.1379,18,61,0,Low,Wildtype
1021,62.46,37.54,191,194,329,307,1.6519,22,57,1,Medium,Single Nucleotide Polymorphism
992,51.78,48.22,239,241,256,256,1.0667,21,59,0,Low,Wildtype
991,50.13,49.87,247,248,248,248,1.002,21,57,0,Low,Wildtype
983,61.08,38.92,191,187,313,292,1.6005,27,52,1,Medium,Single Nucleotide Polymorphism
973,55.43,44.57,216,212,282,263,1.2734,27,56,1,Medium,Single Nucleotide Polymorphism
1006,52.47,47.53,239,235,293,239,1.1224,38,48,1,Critical,Frameshift Mutation
976,53.15,46.85,228,229,273,246,1.1357,27,58,1,Medium,Single Nucleotide Polymorphism
1028,57.58,42.42,218,213,309,288,1.3852,33,60,1,Medium,Single Nucleotide Polymorphism
1110,49.05,50.95,297,269,272,272,0.9611,38,64,1,Medium,Insertion
1017,51.74,48.26,245,246,263,263,1.0713,22,59,0,Low,Wildtype
1117,47.85,52.15,306,277,267,267,0.916,29,61,1,Medium,Insertion
983,53.22,46.78,229,232,261,261,1.1323,19,60,0,Low,Wildtype
1007,53.56,46.44,233,230,299,245,1.1749,59,50,1,Critical,Frameshift Mutation
1021,52.22,47.78,243,246,266,266,1.0879,21,61,0,Low,Wildtype
1000,55.09,44.91,224,228,283,265,1.2124,24,59,1,Medium,Single Nucleotide Polymorphism
978,53.33,46.67,228,230,260,260,1.1354,20,58,0,Low,Wildtype
1034,60.57,39.43,203,200,347,284,1.5658,38,46,1,Critical,Frameshift Mutation
1000,57.67,42.33,211,210,297,282,1.3753,22,60,1,Medium,Single Nucleotide Polymorphism
1015,57.49,42.51,215,217,300,283,1.3495,15,58,1,Medium,Single Nucleotide Polymorphism
983,52.76,47.24,232,233,259,259,1.114,23,64,0,Low,Wildtype
1083,44.69,55.31,315,285,242,241,0.805,34,63,1,Medium,Insertion
972,51.76,48.24,234,236,251,251,1.0681,18,59,0,Low,Wildtype
864,46.15,53.85,232,234,199,199,0.8541,27,46,1,High,Deletion
1007,54.05,45.95,231,232,272,272,1.1749,17,57,0,Low,Wildtype
1014,50.32,49.68,251,253,255,255,1.0119,16,60,0,Low,Wildtype
1040,52.05,47.95,249,251,270,270,1.08,18,61,0,Low,Wildtype
1001,57.91,42.09,210,212,297,282,1.372,25,61,1,Medium,Single Nucleotide Polymorphism
982,59.23,40.77,200,208,295,279,1.4069,36,61,1,Medium,Single Nucleotide Polymorphism
1003,52.51,47.49,238,239,263,263,1.1027,19,64,0,Low,Wildtype
874,45.18,54.82,239,241,197,197,0.8208,23,51,1,High,Deletion
995,52.21,47.79,237,246,264,248,1.06,29,52,1,Medium,Single Nucleotide Polymorphism
938,58.22,41.78,195,201,278,264,1.3687,27,59,1,Medium,Single Nucleotide Polymorphism
974,53.57,46.43,226,224,272,252,1.1644,26,58,1,Medium,Single Nucleotide Polymorphism
964,58.2,41.8,201,205,288,270,1.3744,32,55,1,Medium,Single Nucleotide Polymorphism
968,63.14,36.86,178,181,318,291,1.6964,26,60,1,Medium,Single Nucleotide Polymorphism
971,54.32,45.68,221,224,263,263,1.182,17,57,0,Low,Wildtype
1020,51.6,48.4,246,248,263,263,1.0648,12,60,0,Low,Wildtype
917,50.13,49.87,228,231,229,229,0.9978,18,50,1,High,Deletion
993,55.65,44.35,220,215,307,251,1.2828,48,48,1,Critical,Frameshift Mutation
942,56.28,43.72,205,207,274,256,1.2864,28,62,1,Medium,Single Nucleotide Polymorphism
994,50.24,49.76,247,249,249,249,1.004,18,61,0,Low,Wildtype
1110,53.61,46.39,270,245,297,298,1.1553,32,63,1,Medium,Insertion
921,63.65,36.35,167,174,300,280,1.7009,28,59,1,Medium,Single Nucleotide Polymorphism
980,52.11,47.89,234,236,255,255,1.0851,15,60,0,Low,Wildtype
991,52.54,47.46,235,236,260,260,1.104,14,58,0,Low,Wildtype
1086,45.16,54.84,313,283,245,245,0.8221,27,62,1,Medium,Insertion
1124,51.44,48.56,287,259,289,289,1.0586,35,61,1,Medium,Insertion
1092,54.72,45.28,247,249,298,298,1.2016,14,60,0,Low,Wildtype
981,49.97,50.03,245,246,245,245,0.998,13,60,0,Low,Wildtype
979,53.94,46.06,225,226,264,264,1.1707,20,62,0,Low,Wildtype
1088,49.9,50.1,286,259,271,272,0.9963,35,63,1,Medium,Insertion
948,52.31,47.69,226,228,247,247,1.0881,12,59,0,Low,Wildtype
1019,54.09,45.91,233,236,275,275,1.1727,19,61,0,Low,Wildtype
870,42.96,57.04,248,250,186,186,0.747,18,44,1,High,Deletion
1011,51.11,48.89,247,248,258,258,1.0424,15,61,0,Low,Wildtype
1102,46.9,53.1,307,278,258,259,0.8838,33,61,1,Medium,Insertion
888,55.51,44.49,197,199,246,246,1.2424,18,59,0,Low,Wildtype
1009,51.84,48.16,242,245,261,261,1.0719,16,57,0,Low,Wildtype
944,49.29,50.71,239,241,232,232,0.9667,14,61,0,Low,Wildtype
1079,44.47,55.53,315,285,239,240,0.7983,37,65,1,Medium,Insertion
886,43.0,57.0,252,254,190,190,0.751,23,46,1,High,Deletion
861,40.97,59.03,254,255,176,176,0.6916,28,41,1,High,Deletion
1046,59.37,40.63,212,223,315,296,1.4046,35,50,1,Medium,Single Nucleotide Polymorphism
1091,42.54,57.46,329,298,232,232,0.74,36,63,1,Medium,Insertion
991,50.81,49.19,243,246,251,251,1.0266,13,62,0,Low,Wildtype
1066,54.4,45.6,243,245,289,289,1.1844,14,61,0,Low,Wildtype
962,43.39,56.61,272,274,208,208,0.7619,21,50,1,High,Deletion
969,47.8,52.2,252,255,231,231,0.9112,15,60,0,Low,Wildtype
1031,50.29,49.71,256,257,259,259,1.0097,21,57,0,Low,Wildtype
972,54.9,45.1,219,221,266,266,1.2091,18,59,0,Low,Wildtype
1007,49.59,50.41,253,256,249,249,0.9784,17,60,0,Low,Wildtype
1036,48.66,51.34,265,267,252,252,0.9474,23,59,0,Low,Wildtype
966,52.13,47.87,231,237,256,242,1.0641,25,57,1,Medium,Single Nucleotide Polymorphism
1034,59.06,40.94,211,216,310,297,1.4215,25,57,1,Medium,Single Nucleotide Polymorphism
899,35.38,64.62,290,291,159,159,0.5473,18,47,1,High,Deletion
869,44.34,55.66,241,244,192,192,0.7918,22,48,1,High,Deletion
946,51.34,48.66,230,232,242,242,1.0476,20,57,0,Low,Wildtype
1031,52.98,47.02,242,243,273,273,1.1258,15,59,0,Low,Wildtype
1047,58.2,41.8,218,221,315,293,1.385,28,56,1,Medium,Single Nucleotide Polymorphism
936,62.13,37.87,177,179,301,279,1.6292,27,55,1,Medium,Single Nucleotide Polymorphism
994,48.8,51.2,254,256,242,242,0.949,24,57,0,Low,Wildtype
1097,46.24,53.76,310,280,253,254,0.8593,28,63,1,Medium,Insertion
1048,58.9,41.1,215,215,321,297,1.4372,30,59,1,Medium,Single Nucleotide Polymorphism
1021,63.18,36.82,187,184,335,315,1.752,26,53,1,Medium,Single Nucleotide Polymorphism
1027,62.17,37.83,194,193,330,310,1.6537,26,61,1,Medium,Single Nucleotide Polymorphism
1039,53.71,46.29,240,241,279,279,1.1601,15,60,0,Low,Wildtype
1059,50.91,49.09,259,256,299,245,1.0563,41,35,1,Critical,Frameshift Mutation
870,48.33,51.67,224,226,210,210,0.9333,26,50,1,High,Deletion
1008,56.21,43.79,220,222,283,283,1.2805,17,59,0,Low,Wildtype
951,41.63,58.37,277,280,197,197,0.7074,27,48,1,High,Deletion
961,54.68,45.32,217,219,276,249,1.2041,31,59,1,Medium,Single Nucleotide Polymorphism
932,43.68,56.32,262,264,203,203,0.7719,27,42,1,High,Deletion
943,42.97,57.03,268,271,202,202,0.7495,20,53,1,High,Deletion
1047,57.95,42.05,220,219,317,291,1.385,24,57,1,Medium,Single Nucleotide Polymorphism
1046,54.2,45.8,239,241,283,283,1.1792,19,59,0,Low,Wildtype
1011,53.38,46.62,235,238,269,269,1.1374,15,61,0,Low,Wildtype
966,57.72,42.28,204,203,287,272,1.3735,21,56,1,Medium,Single Nucleotide Polymorphism
1094,48.5,51.5,296,268,265,265,0.9397,47,62,1,Medium,Insertion
1003,51.5,48.5,243,244,258,258,1.0595,20,57,0,Low,Wildtype
1056,51.75,48.25,254,256,273,273,1.0706,16,61,0,Low,Wildtype
913,47.88,52.12,237,240,218,218,0.914,24,50,1,High,Deletion
1010,61.01,38.99,196,192,342,280,1.6031,49,56,1,Critical,Frameshift Mutation
1025,58.78,41.22,211,211,308,295,1.4289,23,52,1,Medium,Single Nucleotide Polymorphism
998,48.49,51.51,257,259,241,241,0.9341,17,60,0,Low,Wildtype
991,51.72,48.28,239,240,256,256,1.0689,14,61,0,Low,Wildtype
968,47.79,52.21,252,254,231,231,0.913,17,61,0,Low,Wildtype
1000,54.18,45.82,229,225,300,246,1.2026,43,44,1,Critical,Frameshift Mutation
1004,52.2,47.8,239,241,262,262,1.0917,19,61,0,Low,Wildtype
1011,57.36,42.64,215,223,295,278,1.3082,25,56,1,Medium,Single Nucleotide Polymorphism
982,53.07,46.93,230,232,260,260,1.1255,21,59,0,Low,Wildtype
1027,56.37,43.63,224,223,301,279,1.2975,31,54,1,Medium,Single Nucleotide Polymorphism
1064,51.96,48.04,269,243,276,276,1.0781,36,63,1,Medium,Insertion
862,47.79,52.21,225,227,205,205,0.9071,20,49,1,High,Deletion
1004,57.84,42.16,211,213,290,290,1.3679,17,57,0,Low,Wildtype
1008,47.85,52.15,262,264,241,241,0.9163,17,60,0,Low,Wildtype
1023,53.95,46.05,235,238,275,275,1.1628,16,59,0,Low,Wildtype
975,54.36,45.64,222,219,294,240,1.2109,55,40,1,Critical,Frameshift Mutation
944,43.09,56.91,268,270,203,203,0.7546,15,54,1,High,Deletion
1046,50.01,49.99,261,260,269,256,1.0077,28,56,1,Medium,Single Nucleotide Polymorphism
1134,49.47,50.53,301,272,280,281,0.9791,35,64,1,Medium,Insertion
1154,49.01,50.99,309,280,282,283,0.9593,36,61,1,Medium,Insertion
975,47.09,52.91,257,260,229,229,0.8859,17,62,0,Low,Wildtype
974,52.39,47.61,231,229,283,231,1.1174,30,43,1,Critical,Frameshift Mutation
1009,56.61,43.39,218,214,297,280,1.3356,30,58,1,Medium,Single Nucleotide Polymorphism
1003,51.56,48.44,242,253,264,244,1.0263,31,56,1,Medium,Single Nucleotide Polymorphism
1005,56.73,43.27,217,218,296,274,1.3103,28,55,1,Medium,Single Nucleotide Polymorphism
1004,51.16,48.84,245,247,256,256,1.0407,24,60,0,Low,Wildtype
953,55.64,44.36,211,212,265,265,1.253,16,58,0,Low,Wildtype
1212,49.38,50.62,322,292,299,299,0.9739,41,63,1,Medium,Insertion
1013,51.05,48.95,247,250,258,258,1.0382,19,63,0,Low,Wildtype
1078,54.67,45.33,257,232,294,295,1.2045,38,63,1,Medium,Insertion
1066,50.23,49.77,265,267,267,267,1.0038,16,56,0,Low,Wildtype
967,58.14,41.86,202,200,291,274,1.4055,27,55,1,Medium,Single Nucleotide Polymorphism
1026,50.1,49.9,255,257,257,257,1.0039,13,59,0,Low,Wildtype
938,51.86,48.14,225,233,249,231,1.048,30,65,1,Medium,Single Nucleotide Polymorphism
1063,54.69,45.31,253,229,290,291,1.2054,32,65,1,Medium,Insertion
980,53.96,46.04,225,227,264,264,1.1681,21,59,0,Low,Wildtype
1026,52.01,47.99,246,249,274,257,1.0727,35,61,1,Medium,Single Nucleotide Polymorphism
1032,56.2,43.8,226,232,295,279,1.2533,23,60,1,Medium,Single Nucleotide Polymorphism
1073,51.13,48.87,275,249,274,275,1.0477,22,64,1,Medium,Insertion
1032,54.19,45.81,236,232,310,254,1.2051,49,39,1,Critical,Frameshift Mutation
1089,53.43,46.57,266,241,290,292,1.1479,30,65,1,Medium,Insertion
953,54.91,45.09,214,217,261,261,1.2111,21,59,0,Low,Wildtype
980,53.66,46.34,227,229,262,262,1.1491,15,58,0,Low,Wildtype
999,47.74,52.26,261,262,238,238,0.9101,13,59,0,Low,Wildtype
1014,53.6,46.4,235,235,282,262,1.1574,31,58,1,Medium,Single Nucleotide Polymorphism
1009,52.98,47.02,237,238,267,267,1.1242,18,59,0,Low,Wildtype
1033,56.47,43.53,224,225,299,285,1.3007,27,57,1,Medium,Single Nucleotide Polymorphism
1013,53.19,46.81,237,231,282,263,1.1645,27,60,1,Medium,Single Nucleotide Polymorphism
1012,50.89,49.11,248,250,257,257,1.0321,19,62,0,Low,Wildtype
922,47.66,52.34,241,243,219,219,0.905,21,50,1,High,Deletion
1014,48.51,51.49,261,263,245,245,0.9351,16,59,0,Low,Wildtype
1007,54.39,45.61,229,232,273,273,1.1844,15,59,0,Low,Wildtype
1074,44.79,55.21,312,282,240,240,0.8081,46,66,1,Medium,Insertion
1072,57.31,42.69,228,232,319,293,1.3304,28,52,1,Medium,Single Nucleotide Polymorphism
1128,49.68,50.32,298,270,280,280,0.9859,29,63,1,Medium,Insertion
1045,49.6,50.4,263,264,267,251,0.9829,29,59,1,Medium,Single Nucleotide Polymorphism
1038,52.4,47.6,247,249,271,271,1.0927,15,56,0,Low,Wildtype
912,37.17,62.83,286,288,169,169,0.5889,23,50,1,High,Deletion
939,41.29,58.71,275,278,193,193,0.698,31,54,1,High,Deletion
1130,39.25,60.75,361,326,221,222,0.6448,38,64,1,Medium,Insertion
944,50.37,49.63,234,236,237,237,1.0085,21,58,0,Low,Wildtype
996,60.33,39.67,197,195,309,295,1.5408,29,60,1,Medium,Single Nucleotide Polymorphism
1077,49.25,50.75,273,270,279,255,0.9834,30,56,1,Medium,Single Nucleotide Polymorphism
982,50.76,49.24,241,243,249,249,1.0289,15,63,0,Low,Wildtype
1024,60.12,39.88,204,200,341,279,1.5347,37,37,1,Critical,Frameshift Mutation
1009,50.57,49.43,249,250,255,255,1.022,19,56,0,Low,Wildtype
1046,63.32,36.68,191,187,367,301,1.7672,42,38,1,Critical,Frameshift Mutation
1065,52.63,47.37,252,259,288,266,1.0841,20,54,1,Medium,Single Nucleotide Polymorphism
1026,55.23,44.77,229,231,283,283,1.2304,18,58,0,Low,Wildtype
957,60.24,39.76,190,189,300,278,1.5251,28,58,1,Medium,Single Nucleotide Polymorphism
882,42.5,57.5,253,255,187,187,0.7362,19,48,1,High,Deletion
1100,48.36,51.64,298,270,266,266,0.9366,43,61,1,Medium,Insertion
854,40.23,59.77,255,257,171,171,0.668,18,48,1,High,Deletion
1094,45.3,54.7,314,284,247,249,0.8294,35,61,1,Medium,Insertion
1122,52.92,47.08,278,251,296,297,1.121,39,62,1,Medium,Insertion
911,47.62,52.38,238,241,216,216,0.9019,19,49,1,High,Deletion
1005,51.52,48.48,243,246,258,258,1.0552,12,65,0,Low,Wildtype
1025,57.26,42.74,219,215,305,286,1.3618,30,56,1,Medium,Single Nucleotide Polymorphism
998,54.37,45.63,227,229,271,271,1.1886,19,59,0,Low,Wildtype
982,56.83,43.17,211,208,310,253,1.3437,53,41,1,Critical,Frameshift Mutation
1009,70.08,29.92,150,146,392,321,2.4088,49,44,1,Critical,Frameshift Mutation
